"inclusionReason","patternSignature","patternReadable","eligible","ineligibleReason","manual31ColumnCount","manual65PatternCount","lpActivity","residualScarcity","coveredResidualOrders","wasteFit","structuralScore","baselineScore","baselineRank","baselineTop60","baselineTop120","lambda0Score","lambda0Rank","lambda0Top60","lambda0Top120","lambda10Score","lambda10Rank","lambda10Top60","lambda10Top120","baselineToLambda0RankDelta","baselineToLambda10RankDelta"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4320|840x1,1100x1,1140x1,1240x1","{840=1, 1100=1, 1140=1, 1240=1} @4320mm (pw=4320, util=100.0%)","true","","0","0","0.000000000","0.460020484","23","0.019035385","690.039519385","690.039519385","135","false","false","690.039519385","81","false","true","690.039519385","81","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4310|840x1,1100x1,1130x1,1240x1","{840=1, 1100=1, 1130=1, 1240=1} @4310mm (pw=4310, util=100.0%)","true","","0","0","0.000000000","0.458372642","23","0.015991367","688.388633367","688.388633367","136","false","false","688.388633367","82","false","true","688.388633367","82","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4360|980x1,1060x1,1100x1,1220x1","{980=1, 1060=1, 1100=1, 1220=1} @4360mm (pw=4360, util=100.0%)","true","","0","0","0.000000000","0.478070700","21","0.079784630","688.150484630","688.150484630","137","false","false","688.150484630","83","false","true","688.150484630","83","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4330|980x1,1060x1,1100x1,1190x1","{980=1, 1060=1, 1100=1, 1190=1} @4330mm (pw=4330, util=100.0%)","true","","0","0","0.000000000","0.477784899","21","0.023510746","687.808409746","687.808409746","138","false","false","687.808409746","84","false","true","687.808409746","84","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4340|850x1,1100x1,1125x1,1260x1","{850=1, 1100=1, 1125=1, 1260=1} @4340mm (pw=4335, util=99.9%)","true","","0","0","0.000000000","0.487210690","20","0.026642694","687.237332694","687.237332694","139","false","false","687.237332694","85","false","true","687.237332694","85","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4350|980x1,1100x1,1125x1,1140x1","{980=1, 1100=1, 1125=1, 1140=1} @4350mm (pw=4345, util=99.9%)","true","","0","0","0.000000000","0.466814948","22","0.036319073","686.851267073","686.851267073","140","false","false","686.851267073","86","false","true","686.851267073","86","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4310|860x1,1090x1,1100x1,1260x1","{860=1, 1090=1, 1100=1, 1260=1} @4310mm (pw=4310, util=100.0%)","true","","0","0","0.000000000","0.496238409","19","0.015991367","686.254400367","686.254400367","141","false","false","686.254400367","87","false","true","686.254400367","87","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4370|550x1,760x1,980x2,1100x1","{550=1, 760=1, 980=2, 1100=1} @4370mm (pw=4370, util=100.0%)","true","","0","0","0.000000000","0.465753062","22","0.394673123","686.147735123","686.147735123","142","false","false","686.147735123","88","false","true","686.147735123","88","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4320|550x1,760x1,850x1,1060x1,1100x1","{550=1, 760=1, 850=1, 1060=1, 1100=1} @4320mm (pw=4320, util=100.0%)","true","","0","0","0.000000000","0.485843458","20","0.019035385","685.862493385","685.862493385","143","false","false","685.862493385","89","false","true","685.862493385","89","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4390|550x1,840x1,850x1,1050x1,1100x1","{550=1, 840=1, 850=1, 1050=1, 1100=1} @4390mm (pw=4390, util=100.0%)","true","","0","0","0.000000000","0.465687666","22","0.051370942","685.739036942","685.739036942","144","false","false","685.739036942","90","false","true","685.739036942","90","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4340|980x1,1100x1,1125x1,1130x1","{980=1, 1100=1, 1125=1, 1130=1} @4340mm (pw=4335, util=99.9%)","true","","0","0","0.000000000","0.465167106","22","0.026642694","685.193748694","685.193748694","145","false","false","685.193748694","91","false","true","685.193748694","91","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4310|550x2,850x1,1100x1,1260x1","{550=2, 850=1, 1100=1, 1260=1} @4310mm (pw=4310, util=100.0%)","true","","0","0","0.000000000","0.484771061","20","0.015991367","684.787052367","684.787052367","146","false","false","684.787052367","92","false","true","684.787052367","92","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4320|550x2,980x1,1100x1,1140x1","{550=2, 980=1, 1100=1, 1140=1} @4320mm (pw=4320, util=100.0%)","true","","0","0","0.000000000","0.464375319","22","0.019035385","684.394354385","684.394354385","147","false","false","684.394354385","93","false","true","684.394354385","93","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4400|850x1,1100x1,1190x1,1260x1","{850=1, 1100=1, 1190=1, 1260=1} @4400mm (pw=4400, util=100.0%)","true","","0","0","0.000000000","0.484029304","20","0.033937123","684.063241123","684.063241123","148","false","false","684.063241123","94","false","true","684.063241123","94","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4340|980x1,1060x1,1100x1,1200x1","{980=1, 1060=1, 1100=1, 1200=1} @4340mm (pw=4340, util=100.0%)","true","","0","0","0.000000000","0.473878679","21","0.030737318","683.909416318","683.909416318","149","false","false","683.909416318","95","false","true","683.909416318","95","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4300|970x1,1090x1,1100x1,1140x1","{970=1, 1090=1, 1100=1, 1140=1} @4300mm (pw=4300, util=100.0%)","true","","0","0","0.000000000","0.482973634","20","0.013786687","682.987420687","682.987420687","150","false","false","682.987420687","96","false","true","682.987420687","96","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4390|760x1,840x2,850x1,1100x1","{760=1, 840=2, 850=1, 1100=1} @4390mm (pw=4390, util=100.0%)","true","","0","0","0.000000000","0.462719734","22","0.051370942","682.771104942","682.771104942","151","false","false","682.771104942","97","false","true","682.771104942","97","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4400|760x1,840x1,850x2,1100x1","{760=1, 840=1, 850=2, 1100=1} @4400mm (pw=4400, util=100.0%)","true","","0","0","0.000000000","0.462719734","22","0.033937123","682.753671123","682.753671123","152","false","false","682.753671123","98","false","true","682.753671123","98","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4310|550x2,980x1,1100x1,1130x1","{550=2, 980=1, 1100=1, 1130=1} @4310mm (pw=4310, util=100.0%)","true","","0","0","0.000000000","0.462727477","22","0.015991367","682.743468367","682.743468367","153","false","false","682.743468367","99","false","true","682.743468367","99","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4310|760x2,840x1,850x1,1100x1","{760=2, 840=1, 850=1, 1100=1} @4310mm (pw=4310, util=100.0%)","true","","0","0","0.000000000","0.462719734","22","0.015991367","682.735725367","682.735725367","154","false","false","682.735725367","100","false","true","682.735725367","100","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4300|840x1,1090x1,1100x1,1270x1","{840=1, 1090=1, 1100=1, 1270=1} @4300mm (pw=4300, util=100.0%)","true","","0","0","0.000000000","0.482108211","20","0.013786687","682.121997687","682.121997687","155","false","false","682.121997687","101","false","true","682.121997687","101","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4400|980x1,1100x1,1130x1,1190x1","{980=1, 1100=1, 1130=1, 1190=1} @4400mm (pw=4400, util=100.0%)","true","","0","0","0.000000000","0.461985720","22","0.033937123","682.019657123","682.019657123","156","false","false","682.019657123","102","false","true","682.019657123","102","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4400|550x1,760x1,850x1,1100x1,1140x1","{550=1, 760=1, 850=1, 1100=1, 1140=1} @4400mm (pw=4400, util=100.0%)","true","","0","0","0.000000000","0.471692122","21","0.033937123","681.726059123","681.726059123","157","false","false","681.726059123","103","false","true","681.726059123","103","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4320|760x1,980x1,1100x1,1480x1","{760=1, 980=1, 1100=1, 1480=1} @4320mm (pw=4320, util=100.0%)","true","","0","0","0.000000000","0.460957102","22","0.019035385","680.976137385","680.976137385","158","false","false","680.976137385","104","false","true","680.976137385","104","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4310|840x1,1100x1,1125x1,1240x1","{840=1, 1100=1, 1125=1, 1240=1} @4310mm (pw=4305, util=99.9%)","true","","0","0","0.000000000","0.460790751","22","0.014807413","680.805558413","680.805558413","159","false","false","680.805558413","105","false","true","680.805558413","105","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4310|840x1,1090x1,1100x1,1280x1","{840=1, 1090=1, 1100=1, 1280=1} @4310mm (pw=4310, util=100.0%)","true","","0","0","0.000000000","0.480544561","20","0.015991367","680.560552367","680.560552367","160","false","false","680.560552367","106","false","true","680.560552367","106","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4330|550x1,850x1,860x1,970x1,1100x1","{550=1, 850=1, 860=1, 970=1, 1100=1} @4330mm (pw=4330, util=100.0%)","true","","0","0","0.000000000","0.470235987","21","0.023510746","680.259497746","680.259497746","161","false","false","680.259497746","107","false","true","680.259497746","107","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4390|550x1,760x1,850x1,1100x1,1130x1","{550=1, 760=1, 850=1, 1100=1, 1130=1} @4390mm (pw=4390, util=100.0%)","true","","0","0","0.000000000","0.470044279","21","0.051370942","680.095649942","680.095649942","162","false","false","680.095649942","108","false","true","680.095649942","108","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4400|1060x1,1090x1,1100x1,1150x1","{1060=1, 1090=1, 1100=1, 1150=1} @4400mm (pw=4400, util=100.0%)","true","","0","0","0.000000000","0.498570962","18","0.033937123","678.604899123","678.604899123","163","false","false","678.604899123","109","false","true","678.604899123","109","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4350|550x1,790x1,850x1,1060x1,1100x1","{550=1, 790=1, 850=1, 1060=1, 1100=1} @4350mm (pw=4350, util=100.0%)","true","","0","0","0.000000000","0.488483426","19","0.044377893","678.527803893","678.527803893","164","false","false","678.527803893","110","false","true","678.527803893","110","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4400|550x1,790x1,980x2,1100x1","{550=1, 790=1, 980=2, 1100=1} @4400mm (pw=4400, util=100.0%)","true","","0","0","0.000000000","0.468393031","21","0.033937123","678.426968123","678.426968123","165","false","false","678.426968123","111","false","true","678.426968123","111","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4380|550x1,760x1,970x1,1000x1,1100x1","{550=1, 760=1, 970=1, 1000=1, 1100=1} @4380mm (pw=4380, util=100.0%)","true","","0","0","0.000000000","0.418098736","26","0.105638367","678.204374367","678.204374367","166","false","false","678.204374367","112","false","true","678.204374367","112","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4370|840x1,1100x1,1190x1,1240x1","{840=1, 1100=1, 1190=1, 1240=1} @4370mm (pw=4370, util=100.0%)","true","","0","0","0.000000000","0.457609365","22","0.394673123","678.004038123","678.004038123","167","false","false","678.004038123","113","false","true","678.004038123","113","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4400|840x1,1100x1,1220x1,1240x1","{840=1, 1100=1, 1220=1, 1240=1} @4400mm (pw=4400, util=100.0%)","true","","0","0","0.000000000","0.457895167","22","0.033937123","677.929104123","677.929104123","168","false","false","677.929104123","114","false","true","677.929104123","114","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4400|980x1,1050x1,1100x1,1270x1","{980=1, 1050=1, 1100=1, 1270=1} @4400mm (pw=4400, util=100.0%)","true","","0","0","0.000000000","0.467034443","21","0.033937123","677.068380123","677.068380123","169","false","false","677.068380123","115","false","true","677.068380123","115","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4330|840x1,1090x1,1100x1,1300x1","{840=1, 1090=1, 1100=1, 1300=1} @4330mm (pw=4330, util=100.0%)","true","","0","0","0.000000000","0.476364410","20","0.023510746","676.387920746","676.387920746","170","false","false","676.387920746","116","false","true","676.387920746","116","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4370|790x2,840x1,850x1,1100x1","{790=2, 840=1, 850=1, 1100=1} @4370mm (pw=4370, util=100.0%)","true","","0","0","0.000000000","0.465359703","21","0.394673123","675.754376123","675.754376123","171","false","false","675.754376123","117","false","true","675.754376123","117","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4310|550x2,980x1,1100x1,1125x1","{550=2, 980=1, 1100=1, 1125=1} @4310mm (pw=4305, util=99.9%)","true","","0","0","0.000000000","0.465145586","21","0.014807413","675.160393413","675.160393413","172","false","false","675.160393413","118","false","true","675.160393413","118","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4380|980x1,1050x1,1100x1,1250x1","{980=1, 1050=1, 1100=1, 1250=1} @4380mm (pw=4380, util=100.0%)","true","","0","0","0.000000000","0.464739799","21","0.105638367","674.845437367","674.845437367","173","false","false","674.845437367","119","false","true","674.845437367","119","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4400|980x1,1100x1,1125x1,1190x1","{980=1, 1100=1, 1125=1, 1190=1} @4400mm (pw=4395, util=99.9%)","true","","0","0","0.000000000","0.464403829","21","0.040872618","674.444701618","674.444701618","174","false","false","674.444701618","120","false","true","674.444701618","120","false","true","-54","-54"
