patternSignature,patternReadable,eligible,ineligibleReason,rank,selectedTop60,lpActivity,residualScarcity,coveredResidualOrders,wastePerCar,targetResidualWastePerCar,wasteFit,totalScore,widths,stationCount,distinctWidthCount,manual31ColumnCount,manual65PatternCount,manualCarsDistribution,manualOddCount,manualOneCarCount,manualOrderCoverageSummary
"4300|550x1,790x1,840x1,1060x2","{550=1, 790=1, 840=1, 1060=2} @4300mm (pw=4300, util=100.0%)","true","","3369","false","0.000000000","0.057052474","7","300","228.466257669","0.013786687","127.066260463","550|790|840|1060","5","4","0","0","","0","0",""
"4380|550x1,760x1,790x1,1060x1,1220x1","{550=1, 760=1, 790=1, 1060=1, 1220=1} @4380mm (pw=4380, util=100.0%)","true","","3370","false","0.000000000","0.066946649","6","220","228.466257669","0.105638367","127.052287365","550|760|790|1060|1220","5","5","0","0","","0","0",""
"4330|970x1,1050x2,1260x1","{970=1, 1050=2, 1260=1} @4330mm (pw=4330, util=100.0%)","true","","3371","false","0.000000000","0.056864655","7","270","228.466257669","0.023510746","126.888165520","970|1050|1260","4","3","0","0","","0","0",""
"4340|550x1,790x1,840x1,860x1,1300x1","{550=1, 790=1, 840=1, 860=1, 1300=1} @4340mm (pw=4340, util=100.0%)","true","","3372","false","0.000000000","0.046855273","8","260","228.466257669","0.030737318","126.886009989","550|790|840|860|1300","5","5","0","0","","0","0",""
"4300|760x1,1140x2,1260x1","{760=1, 1140=2, 1260=1} @4300mm (pw=4300, util=100.0%)","true","","3373","false","0.000000000","0.056790056","7","300","228.466257669","0.013786687","126.803842886","760|1140|1260","4","3","0","0","","0","0",""
"4330|840x1,1130x1,1140x1,1220x1","{840=1, 1130=1, 1140=1, 1220=1} @4330mm (pw=4330, util=100.0%)","true","","3374","false","0.000000000","0.036779629","9","270","228.466257669","0.023510746","126.803139725","840|1130|1140|1220","4","4","0","0","","0","0",""
"4360|760x1,790x1,840x2,1125x1","{760=1, 790=1, 840=2, 1125=1} @4360mm (pw=4355, util=99.9%)","true","","3375","false","0.000000000","0.046718510","8","245","228.466257669","0.057032890","126.775542453","760|790|840|1125","5","4","0","0","","0","0",""
"4350|970x1,1060x1,1130x1,1190x1","{970=1, 1060=1, 1130=1, 1190=1} @4350mm (pw=4350, util=100.0%)","true","","3376","false","0.000000000","0.056724217","7","250","228.466257669","0.044377893","126.768595100","970|1060|1130|1190","4","4","0","0","","0","0",""
"4380|840x1,1125x1,1140x1,1270x1","{840=1, 1125=1, 1140=1, 1270=1} @4380mm (pw=4375, util=99.9%)","true","","3377","false","0.000000000","0.046536686","8","225","228.466257669","0.223901099","126.760587466","840|1125|1140|1270","4","4","0","0","","0","0",""
"4310|760x1,790x2,840x1,1125x1","{760=1, 790=2, 840=1, 1125=1} @4310mm (pw=4305, util=99.9%)","true","","3378","false","0.000000000","0.046718510","8","295","228.466257669","0.014807413","126.733316976","760|790|840|1125","5","4","0","0","","0","0",""
"4350|550x1,760x1,790x1,1060x1,1190x1","{550=1, 760=1, 790=1, 1060=1, 1190=1} @4350mm (pw=4350, util=100.0%)","true","","3379","false","0.000000000","0.066660847","6","250","228.466257669","0.044377893","126.705225277","550|760|790|1060|1190","5","5","0","0","","0","0",""
"4350|550x2,860x1,1130x1,1260x1","{550=2, 860=1, 1130=1, 1260=1} @4350mm (pw=4350, util=100.0%)","true","","3380","false","0.000000000","0.056579413","7","250","228.466257669","0.044377893","126.623791089","550|860|1130|1260","5","4","0","0","","0","0",""
"4350|790x1,1150x2,1260x1","{790=1, 1150=2, 1260=1} @4350mm (pw=4350, util=100.0%)","true","","3381","false","0.000000000","0.066552228","6","250","228.466257669","0.044377893","126.596605965","790|1150|1260","4","3","0","0","","0","0",""
"4300|840x1,1130x1,1140x1,1190x1","{840=1, 1130=1, 1140=1, 1190=1} @4300mm (pw=4300, util=100.0%)","true","","3382","false","0.000000000","0.036493827","9","300","228.466257669","0.013786687","126.507614052","840|1130|1140|1190","4","4","0","0","","0","0",""
"4360|550x1,1250x1,1260x1,1300x1","{550=1, 1250=1, 1260=1, 1300=1} @4360mm (pw=4360, util=100.0%)","true","","3383","false","0.000000000","0.066370676","6","240","228.466257669","0.079784630","126.450460203","550|1250|1260|1300","4","4","0","0","","0","0",""
"4390|550x1,760x1,970x2,1140x1","{550=1, 760=1, 970=2, 1140=1} @4390mm (pw=4390, util=100.0%)","true","","3384","false","0.000000000","0.046340223","8","210","228.466257669","0.051370942","126.391593843","550|760|970|1140","5","4","0","0","","0","0",""
"4340|840x1,1125x1,1150x1,1220x1","{840=1, 1125=1, 1150=1, 1220=1} @4340mm (pw=4335, util=99.9%)","true","","3385","false","0.000000000","0.046319941","8","265","228.466257669","0.026642694","126.346583954","840|1125|1150|1220","4","4","0","0","","0","0",""
"4370|840x1,1060x1,1190x1,1280x1","{840=1, 1060=1, 1190=1, 1280=1} @4370mm (pw=4370, util=100.0%)","true","","3386","false","0.000000000","0.055942987","7","230","228.466257669","0.394673123","126.337660138","840|1060|1190|1280","4","4","0","0","","0","0",""
"4370|550x2,790x1,1220x1,1260x1","{550=2, 790=1, 1220=1, 1260=1} @4370mm (pw=4370, util=100.0%)","true","","3387","false","0.000000000","0.065874252","6","230","228.466257669","0.394673123","126.268925503","550|790|1220|1260","5","4","0","0","","0","0",""
"4400|840x1,1060x1,1220x1,1280x1","{840=1, 1060=1, 1220=1, 1280=1} @4400mm (pw=4400, util=100.0%)","true","","3388","false","0.000000000","0.056228789","7","200","228.466257669","0.033937123","126.262725751","840|1060|1220|1280","4","4","0","0","","0","0",""
"4360|760x2,840x1,860x1,1140x1","{760=2, 840=1, 860=1, 1140=1} @4360mm (pw=4360, util=100.0%)","true","","3389","false","0.000000000","0.036175929","9","240","228.466257669","0.079784630","126.255713519","760|840|860|1140","5","4","0","0","","0","0",""
"4310|840x1,1125x1,1150x1,1190x1","{840=1, 1125=1, 1150=1, 1190=1} @4310mm (pw=4305, util=99.9%)","true","","3390","false","0.000000000","0.046034140","8","295","228.466257669","0.014807413","126.048947059","840|1125|1150|1190","4","4","0","0","","0","0",""
"4370|840x1,1060x1,1220x1,1250x1","{840=1, 1060=1, 1220=1, 1250=1} @4370mm (pw=4370, util=100.0%)","true","","3391","false","0.000000000","0.055497794","7","230","228.466257669","0.394673123","125.892467600","840|1060|1220|1250","4","4","0","0","","0","0",""
"4370|970x1,1125x1,1130x1,1140x1","{970=1, 1125=1, 1130=1, 1140=1} @4370mm (pw=4365, util=99.9%)","true","","3392","false","0.000000000","0.045754267","8","235","228.466257669","0.132736156","125.887002974","970|1125|1130|1140","4","4","0","0","","0","0",""
"4370|550x1,760x1,790x1,1125x1,1140x1","{550=1, 760=1, 790=1, 1125=1, 1140=1} @4370mm (pw=4365, util=99.9%)","true","","3393","false","0.000000000","0.055690897","7","235","228.466257669","0.132736156","125.823633150","550|760|790|1125|1140","5","5","0","0","","0","0",""
"4310|860x1,1050x1,1140x1,1260x1","{860=1, 1050=1, 1140=1, 1260=1} @4310mm (pw=4310, util=100.0%)","true","","3394","false","0.000000000","0.055672748","7","290","228.466257669","0.015991367","125.688739560","860|1050|1140|1260","4","4","0","0","","0","0",""
"4340|550x2,790x1,1190x1,1260x1","{550=2, 790=1, 1190=1, 1260=1} @4340mm (pw=4340, util=100.0%)","true","","3395","false","0.000000000","0.065588451","6","260","228.466257669","0.030737318","125.619188084","550|790|1190|1260","5","4","0","0","","0","0",""
"4340|840x1,970x1,1050x1,1480x1","{840=1, 970=1, 1050=1, 1480=1} @4340mm (pw=4340, util=100.0%)","true","","3396","false","0.000000000","0.035539807","9","260","228.466257669","0.030737318","125.570544755","840|970|1050|1480","4","4","0","0","","0","0",""
"4390|550x2,840x1,1150x1,1300x1","{550=2, 840=1, 1150=1, 1300=1} @4390mm (pw=4390, util=100.0%)","true","","3397","false","0.000000000","0.045475460","8","210","228.466257669","0.051370942","125.526830646","550|840|1150|1300","5","4","0","0","","0","0",""
"4310|550x1,1220x1,1260x1,1280x1","{550=1, 1220=1, 1260=1, 1280=1} @4310mm (pw=4310, util=100.0%)","true","","3398","false","0.000000000","0.065506522","6","290","228.466257669","0.015991367","125.522513491","550|1220|1260|1280","4","4","0","0","","0","0",""
"4350|860x1,970x1,1260x2","{860=1, 970=1, 1260=2} @4350mm (pw=4350, util=100.0%)","true","","3399","false","0.000000000","0.055333922","7","250","228.466257669","0.044377893","125.378300005","860|970|1260","4","3","0","0","","0","0",""
"4340|840x1,1060x1,1190x1,1250x1","{840=1, 1060=1, 1190=1, 1250=1} @4340mm (pw=4340, util=100.0%)","true","","3400","false","0.000000000","0.055211993","7","260","228.466257669","0.030737318","125.242730181","840|1060|1190|1250","4","4","0","0","","0","0",""
"4390|840x1,1125x1,1140x1,1280x1","{840=1, 1125=1, 1140=1, 1280=1} @4390mm (pw=4385, util=99.9%)","true","","3401","false","0.000000000","0.044973037","8","215","228.466257669","0.069126378","125.042163003","840|1125|1140|1280","4","4","0","0","","0","0",""
"4370|840x1,1125x1,1130x1,1270x1","{840=1, 1125=1, 1130=1, 1270=1} @4370mm (pw=4365, util=99.9%)","true","","3402","false","0.000000000","0.044888844","8","235","228.466257669","0.132736156","125.021579965","840|1125|1130|1270","4","4","0","0","","0","0",""
"4330|840x1,1060x1,1125x1,1300x1","{840=1, 1060=1, 1125=1, 1300=1} @4330mm (pw=4325, util=99.9%)","true","","3403","false","0.000000000","0.054944222","7","275","228.466257669","0.021037687","124.965259339","840|1060|1125|1300","4","4","0","0","","0","0",""
"4400|790x1,1050x1,1260x1,1300x1","{790=1, 1050=1, 1260=1, 1300=1} @4400mm (pw=4400, util=100.0%)","true","","3404","false","0.000000000","0.064914892","6","200","228.466257669","0.033937123","124.948829542","790|1050|1260|1300","4","4","0","0","","0","0",""
"4360|760x1,860x1,1260x1,1480x1","{760=1, 860=1, 1260=1, 1480=1} @4360mm (pw=4360, util=100.0%)","true","","3405","false","0.000000000","0.054809038","7","240","228.466257669","0.079784630","124.888822818","760|860|1260|1480","4","4","0","0","","0","0",""
"4370|970x1,1060x1,1140x1,1200x1","{970=1, 1060=1, 1140=1, 1200=1} @4370mm (pw=4370, util=100.0%)","true","","3406","false","0.000000000","0.054465840","7","230","228.466257669","0.394673123","124.860512867","970|1060|1140|1200","4","4","0","0","","0","0",""
"4400|970x2,1200x1,1260x1","{970=2, 1200=1, 1260=1} @4400mm (pw=4400, util=100.0%)","true","","3407","false","0.000000000","0.054771186","7","200","228.466257669","0.033937123","124.805122930","970|1200|1260","4","3","0","0","","0","0",""
"4380|550x1,760x1,970x2,1130x1","{550=1, 760=1, 970=2, 1130=1} @4380mm (pw=4380, util=100.0%)","true","","3408","false","0.000000000","0.044692380","8","220","228.466257669","0.105638367","124.798018710","550|760|970|1130","5","4","0","0","","0","0",""
"4320|760x1,1140x1,1150x1,1270x1","{760=1, 1140=1, 1150=1, 1270=1} @4320mm (pw=4320, util=100.0%)","true","","3409","false","0.000000000","0.054669208","7","280","228.466257669","0.019035385","124.688243510","760|1140|1150|1270","4","4","0","0","","0","0",""
"4350|760x2,840x1,860x1,1130x1","{760=2, 840=1, 860=1, 1130=1} @4350mm (pw=4350, util=100.0%)","true","","3410","false","0.000000000","0.034528086","9","250","228.466257669","0.044377893","124.572464224","760|840|860|1130","5","4","0","0","","0","0",""
"4340|550x1,760x1,860x1,970x1,1200x1","{550=1, 760=1, 860=1, 970=1, 1200=1} @4340mm (pw=4340, util=100.0%)","true","","3411","false","0.000000000","0.044507189","8","260","228.466257669","0.030737318","124.537925929","550|760|860|970|1200","5","5","0","0","","0","0",""
"4400|550x2,970x1,1060x1,1270x1","{550=2, 970=1, 1060=1, 1270=1} @4400mm (pw=4400, util=100.0%)","true","","3412","false","0.000000000","0.064327447","6","200","228.466257669","0.033937123","124.361384175","550|970|1060|1270","5","4","0","0","","0","0",""
"4380|790x1,1125x1,1200x1,1260x1","{790=1, 1125=1, 1200=1, 1260=1} @4380mm (pw=4375, util=99.9%)","true","","3413","false","0.000000000","0.064121860","6","225","228.466257669","0.223901099","124.345760999","790|1125|1200|1260","4","4","0","0","","0","0",""
"4330|550x2,760x1,790x1,840x2","{550=2, 760=1, 790=1, 840=2} @4330mm (pw=4330, util=100.0%)","true","","3414","false","0.000000000","0.044278880","8","270","228.466257669","0.023510746","124.302391151","550|760|790|840","6","4","0","0","","0","0",""
"4360|840x1,1125x1,1140x1,1250x1","{840=1, 1125=1, 1140=1, 1250=1} @4360mm (pw=4355, util=99.9%)","true","","3415","false","0.000000000","0.044242042","8","245","228.466257669","0.057032890","124.299075363","840|1125|1140|1250","4","4","0","0","","0","0",""
"4370|760x2,790x1,840x1,1220x1","{760=2, 790=1, 840=1, 1220=1} @4370mm (pw=4370, util=100.0%)","true","","3416","false","0.000000000","0.043822926","8","230","228.466257669","0.394673123","124.217598638","760|790|840|1220","5","4","0","0","","0","0",""
"4350|550x2,840x1,1140x1,1270x1","{550=2, 840=1, 1140=1, 1270=1} @4350mm (pw=4350, util=100.0%)","true","","3417","false","0.000000000","0.044097057","8","250","228.466257669","0.044377893","124.141435103","550|840|1140|1270","5","4","0","0","","0","0",""
"4360|550x1,760x1,790x1,1125x1,1130x1","{550=1, 760=1, 790=1, 1125=1, 1130=1} @4360mm (pw=4355, util=99.9%)","true","","3418","false","0.000000000","0.054043054","7","245","228.466257669","0.057032890","124.100087326","550|760|790|1125|1130","5","5","0","0","","0","0",""
"4300|860x1,1050x1,1130x1,1260x1","{860=1, 1050=1, 1130=1, 1260=1} @4300mm (pw=4300, util=100.0%)","true","","3419","false","0.000000000","0.054024906","7","300","228.466257669","0.013786687","124.038692322","860|1050|1130|1260","4","4","0","0","","0","0",""
"4370|840x1,1060x1,1200x1,1270x1","{840=1, 1060=1, 1200=1, 1270=1} @4370mm (pw=4370, util=100.0%)","true","","3420","false","0.000000000","0.053600417","7","230","228.466257669","0.394673123","123.995089858","840|1060|1200|1270","4","4","0","0","","0","0",""
"4370|790x1,1060x1,1260x2","{790=1, 1060=1, 1260=2} @4370mm (pw=4370, util=100.0%)","true","","3421","false","0.000000000","0.073581361","5","230","228.466257669","0.394673123","123.976033987","790|1060|1260","4","3","0","0","","0","0",""
"4370|760x1,790x2,840x1,1190x1","{760=1, 790=2, 840=1, 1190=1} @4370mm (pw=4370, util=100.0%)","true","","3422","false","0.000000000","0.043537124","8","230","228.466257669","0.394673123","123.931797024","760|790|840|1190","5","4","0","0","","0","0",""
"4310|550x2,840x1,1150x1,1220x1","{550=2, 840=1, 1150=1, 1220=1} @4310mm (pw=4310, util=100.0%)","true","","3423","false","0.000000000","0.043880312","8","290","228.466257669","0.015991367","123.896303470","550|840|1150|1220","5","4","0","0","","0","0",""
"4400|760x1,790x2,840x1,1220x1","{760=1, 790=2, 840=1, 1220=1} @4400mm (pw=4400, util=100.0%)","true","","3424","false","0.000000000","0.043822926","8","200","228.466257669","0.033937123","123.856862637","760|790|840|1220","5","4","0","0","","0","0",""
"4340|760x2,790x1,840x1,1190x1","{760=2, 790=1, 840=1, 1190=1} @4340mm (pw=4340, util=100.0%)","true","","3425","false","0.000000000","0.043537124","8","260","228.466257669","0.030737318","123.567861219","760|790|840|1190","5","4","0","0","","0","0",""
"4380|840x1,1125x1,1130x1,1280x1","{840=1, 1125=1, 1130=1, 1280=1} @4380mm (pw=4375, util=99.9%)","true","","3426","false","0.000000000","0.043325194","8","225","228.466257669","0.223901099","123.549095166","840|1125|1130|1280","4","4","0","0","","0","0",""
"4340|550x2,970x1,1130x1,1140x1","{550=2, 970=1, 1130=1, 1140=1} @4340mm (pw=4340, util=100.0%)","true","","3427","false","0.000000000","0.043314638","8","260","228.466257669","0.030737318","123.345374979","550|970|1130|1140","5","4","0","0","","0","0",""
"4320|790x1,1050x1,1220x1,1260x1","{790=1, 1050=1, 1220=1, 1260=1} @4320mm (pw=4320, util=100.0%)","true","","3428","false","0.000000000","0.063319745","6","280","228.466257669","0.019035385","123.338780204","790|1050|1220|1260","4","4","0","0","","0","0",""
"4400|840x1,1150x1,1190x1,1220x1","{840=1, 1150=1, 1190=1, 1220=1} @4400mm (pw=4400, util=100.0%)","true","","3429","false","0.000000000","0.043138556","8","200","228.466257669","0.033937123","123.172492721","840|1150|1190|1220","4","4","0","0","","0","0",""
"4340|550x1,790x1,970x2,1060x1","{550=1, 790=1, 970=2, 1060=1} @4340mm (pw=4340, util=100.0%)","true","","3430","false","0.000000000","0.063131528","6","260","228.466257669","0.030737318","123.162264884","550|790|970|1060","5","4","0","0","","0","0",""
"4330|760x1,1140x1,1150x1,1280x1","{760=1, 1140=1, 1150=1, 1280=1} @4330mm (pw=4330, util=100.0%)","true","","3431","false","0.000000000","0.053105558","7","270","228.466257669","0.023510746","123.129069128","760|1140|1150|1280","4","4","0","0","","0","0",""
"4310|760x1,1130x1,1150x1,1270x1","{760=1, 1130=1, 1150=1, 1270=1} @4310mm (pw=4310, util=100.0%)","true","","3432","false","0.000000000","0.053021366","7","290","228.466257669","0.015991367","123.037356934","760|1130|1150|1270","4","4","0","0","","0","0",""
"4390|790x1,840x2,860x1,1060x1","{790=1, 840=2, 860=1, 1060=1} @4390mm (pw=4390, util=100.0%)","true","","3433","false","0.000000000","0.052967234","7","210","228.466257669","0.051370942","123.018604496","790|840|860|1060","5","4","0","0","","0","0",""
"4340|790x2,840x1,860x1,1060x1","{790=2, 840=1, 860=1, 1060=1} @4340mm (pw=4340, util=100.0%)","true","","3434","false","0.000000000","0.052967234","7","260","228.466257669","0.030737318","122.997970872","790|840|860|1060","5","4","0","0","","0","0",""
"4340|840x1,1050x1,1150x1,1300x1","{840=1, 1050=1, 1150=1, 1300=1} @4340mm (pw=4340, util=100.0%)","true","","3435","false","0.000000000","0.042920952","8","260","228.466257669","0.030737318","122.951689461","840|1050|1150|1300","4","4","0","0","","0","0",""
"4360|970x1,1060x1,1130x1,1200x1","{970=1, 1060=1, 1130=1, 1200=1} @4360mm (pw=4360, util=100.0%)","true","","3436","false","0.000000000","0.052817997","7","240","228.466257669","0.079784630","122.897781816","970|1060|1130|1200","4","4","0","0","","0","0",""
"4350|550x2,970x1,1125x1,1150x1","{550=2, 970=1, 1125=1, 1150=1} @4350mm (pw=4345, util=99.9%)","true","","3437","false","0.000000000","0.052854950","7","255","228.466257669","0.036319073","122.891269014","550|970|1125|1150","5","4","0","0","","0","0",""
"4360|550x1,760x1,790x1,1060x1,1200x1","{550=1, 760=1, 790=1, 1060=1, 1200=1} @4360mm (pw=4360, util=100.0%)","true","","3438","false","0.000000000","0.062754627","6","240","228.466257669","0.079784630","122.834411992","550|760|790|1060|1200","5","5","0","0","","0","0",""
"4300|760x1,970x1,1270x1,1300x1","{760=1, 970=1, 1270=1, 1300=1} @4300mm (pw=4300, util=100.0%)","true","","3439","false","0.000000000","0.052693046","7","300","228.466257669","0.013786687","122.706833078","760|970|1270|1300","4","4","0","0","","0","0",""
"4350|840x1,1125x1,1130x1,1250x1","{840=1, 1125=1, 1130=1, 1250=1} @4350mm (pw=4345, util=99.9%)","true","","3440","false","0.000000000","0.042594200","8","255","228.466257669","0.036319073","122.630518988","840|1125|1130|1250","4","4","0","0","","0","0",""
"4360|550x2,840x1,1140x1,1280x1","{550=2, 840=1, 1140=1, 1280=1} @4360mm (pw=4360, util=100.0%)","true","","3441","false","0.000000000","0.042533407","8","240","228.466257669","0.079784630","122.613192098","550|840|1140|1280","5","4","0","0","","0","0",""
"4310|840x1,1130x1,1140x1,1200x1","{840=1, 1130=1, 1140=1, 1200=1} @4310mm (pw=4310, util=100.0%)","true","","3442","false","0.000000000","0.032587607","9","290","228.466257669","0.015991367","122.603598710","840|1130|1140|1200","4","4","0","0","","0","0",""
"4300|550x2,840x1,1060x1,1300x1","{550=2, 840=1, 1060=1, 1300=1} @4300mm (pw=4300, util=100.0%)","true","","3443","false","0.000000000","0.052504592","7","300","228.466257669","0.013786687","122.518379182","550|840|1060|1300","5","4","0","0","","0","0",""
"4340|550x2,840x1,1130x1,1270x1","{550=2, 840=1, 1130=1, 1270=1} @4340mm (pw=4340, util=100.0%)","true","","3444","false","0.000000000","0.042449215","8","260","228.466257669","0.030737318","122.479951971","550|840|1130|1270","5","4","0","0","","0","0",""
"4300|760x1,1140x1,1150x1,1250x1","{760=1, 1140=1, 1150=1, 1250=1} @4300mm (pw=4300, util=100.0%)","true","","3445","false","0.000000000","0.052374564","7","300","228.466257669","0.013786687","122.388350917","760|1140|1150|1250","4","4","0","0","","0","0",""
"4320|550x1,790x1,860x2,1260x1","{550=1, 790=1, 860=2, 1260=1} @4320mm (pw=4320, util=100.0%)","true","","3446","false","0.000000000","0.062244967","6","280","228.466257669","0.019035385","122.264002434","550|790|860|1260","5","4","0","0","","0","0",""
"4320|840x1,1125x1,1150x1,1200x1","{840=1, 1125=1, 1150=1, 1200=1} @4320mm (pw=4315, util=99.9%)","true","","3447","false","0.000000000","0.042127920","8","285","228.466257669","0.017381105","122.145300729","840|1125|1150|1200","4","4","0","0","","0","0",""
"4380|840x1,1060x1,1200x1,1280x1","{840=1, 1060=1, 1200=1, 1280=1} @4380mm (pw=4380, util=100.0%)","true","","3448","false","0.000000000","0.052036767","7","220","228.466257669","0.105638367","122.142405359","840|1060|1200|1280","4","4","0","0","","0","0",""
"4380|550x2,970x1,1060x1,1250x1","{550=2, 970=1, 1060=1, 1250=1} @4380mm (pw=4380, util=100.0%)","true","","3449","false","0.000000000","0.062032803","6","220","228.466257669","0.105638367","122.138441524","550|970|1060|1250","5","4","0","0","","0","0",""
"4400|550x1,790x1,860x1,1060x1,1140x1","{550=1, 790=1, 860=1, 1060=1, 1140=1} @4400mm (pw=4400, util=100.0%)","true","","3450","false","0.000000000","0.061939621","6","200","228.466257669","0.033937123","121.973558107","550|790|860|1060|1140","5","5","0","0","","0","0",""
"4330|550x2,840x1,1140x1,1250x1","{550=2, 840=1, 1140=1, 1250=1} @4330mm (pw=4330, util=100.0%)","true","","3451","false","0.000000000","0.041802413","8","270","228.466257669","0.023510746","121.825924061","550|840|1140|1250","5","4","0","0","","0","0",""
"4350|970x1,1050x1,1060x1,1270x1","{970=1, 1050=1, 1060=1, 1270=1} @4350mm (pw=4350, util=100.0%)","true","","3452","false","0.000000000","0.061772939","6","250","228.466257669","0.044377893","121.817317384","970|1050|1060|1270","4","4","0","0","","0","0",""
"4390|840x1,1060x1,1190x1,1300x1","{840=1, 1060=1, 1190=1, 1300=1} @4390mm (pw=4390, util=100.0%)","true","","3453","false","0.000000000","0.051762836","7","210","228.466257669","0.051370942","121.814206932","840|1060|1190|1300","4","4","0","0","","0","0",""
"4350|550x2,790x1,1200x1,1260x1","{550=2, 790=1, 1200=1, 1260=1} @4350mm (pw=4350, util=100.0%)","true","","3454","false","0.000000000","0.061682231","6","250","228.466257669","0.044377893","121.726608636","550|790|1200|1260","5","4","0","0","","0","0",""
"4350|760x1,970x1,1140x1,1480x1","{760=1, 970=1, 1140=1, 1480=1} @4350mm (pw=4350, util=100.0%)","true","","3455","false","0.000000000","0.041544263","8","250","228.466257669","0.044377893","121.588640544","760|970|1140|1480","4","4","0","0","","0","0",""
"4310|550x1,760x2,970x1,1270x1","{550=1, 760=2, 970=1, 1270=1} @4310mm (pw=4310, util=100.0%)","true","","3456","false","0.000000000","0.051553854","7","290","228.466257669","0.015991367","121.569845049","550|760|970|1270","5","4","0","0","","0","0",""
"4300|840x1,1050x1,1140x1,1270x1","{840=1, 1050=1, 1140=1, 1270=1} @4300mm (pw=4300, util=100.0%)","true","","3457","false","0.000000000","0.041542550","8","300","228.466257669","0.013786687","121.556336336","840|1050|1140|1270","4","4","0","0","","0","0",""
"4320|760x1,1130x1,1150x1,1280x1","{760=1, 1130=1, 1150=1, 1280=1} @4320mm (pw=4320, util=100.0%)","true","","3458","false","0.000000000","0.051457716","7","280","228.466257669","0.019035385","121.476751209","760|1130|1150|1280","4","4","0","0","","0","0",""
"4390|550x1,790x1,860x1,970x1,1220x1","{550=1, 790=1, 860=1, 970=1, 1220=1} @4390mm (pw=4390, util=100.0%)","true","","3459","false","0.000000000","0.051339179","7","210","228.466257669","0.051370942","121.390549802","550|790|860|970|1220","5","5","0","0","","0","0",""
"4390|790x1,970x1,1150x1,1480x1","{790=1, 970=1, 1150=1, 1480=1} @4390mm (pw=4390, util=100.0%)","true","","3460","false","0.000000000","0.051306435","7","210","228.466257669","0.051370942","121.357805467","790|970|1150|1480","4","4","0","0","","0","0",""
"4350|840x1,1060x1,1200x1,1250x1","{840=1, 1060=1, 1200=1, 1250=1} @4350mm (pw=4350, util=100.0%)","true","","3461","false","0.000000000","0.051305773","7","250","228.466257669","0.044377893","121.350150733","840|1060|1200|1250","4","4","0","0","","0","0",""
"4330|550x1,1220x1,1260x1,1300x1","{550=1, 1220=1, 1260=1, 1300=1} @4330mm (pw=4330, util=100.0%)","true","","3462","false","0.000000000","0.061326371","6","270","228.466257669","0.023510746","121.349881845","550|1220|1260|1300","4","4","0","0","","0","0",""
"4380|550x3,760x1,840x1,1125x1","{550=3, 760=1, 840=1, 1125=1} @4380mm (pw=4375, util=99.9%)","true","","3463","false","0.000000000","0.041031436","8","225","228.466257669","0.223901099","121.255336672","550|760|840|1125","6","4","0","0","","0","0",""
"4350|840x1,970x1,1270x2","{840=1, 970=1, 1270=2} @4350mm (pw=4350, util=100.0%)","true","","3464","false","0.000000000","0.041203724","8","250","228.466257669","0.044377893","121.248101461","840|970|1270","4","3","0","0","","0","0",""
"4310|760x1,970x1,1280x1,1300x1","{760=1, 970=1, 1280=1, 1300=1} @4310mm (pw=4310, util=100.0%)","true","","3465","false","0.000000000","0.051129397","7","290","228.466257669","0.015991367","121.145388015","760|970|1280|1300","4","4","0","0","","0","0",""
"4360|550x1,790x1,860x1,970x1,1190x1","{550=1, 790=1, 860=1, 970=1, 1190=1} @4360mm (pw=4360, util=100.0%)","true","","3466","false","0.000000000","0.051053377","7","240","228.466257669","0.079784630","121.133161876","550|790|860|970|1190","5","5","0","0","","0","0",""
"4400|550x1,760x1,840x1,1125x2","{550=1, 760=1, 840=1, 1125=2} @4400mm (pw=4400, util=100.0%)","true","","3467","false","0.000000000","0.041031436","8","200","228.466257669","0.033937123","121.065372696","550|760|840|1125","5","4","0","0","","0","0",""
"4300|550x1,1190x1,1260x1,1300x1","{550=1, 1190=1, 1260=1, 1300=1} @4300mm (pw=4300, util=100.0%)","true","","3468","false","0.000000000","0.061040569","6","300","228.466257669","0.013786687","121.054356172","550|1190|1260|1300","4","4","0","0","","0","0",""
"4350|550x2,840x1,1130x1,1280x1","{550=2, 840=1, 1130=1, 1280=1} @4350mm (pw=4350, util=100.0%)","true","","3469","false","0.000000000","0.040885565","8","250","228.466257669","0.044377893","120.929942802","550|840|1130|1280","5","4","0","0","","0","0",""
"4360|760x2,790x2,1260x1","{760=2, 790=2, 1260=1} @4360mm (pw=4360, util=100.0%)","true","","3470","false","0.000000000","0.060807767","6","240","228.466257669","0.079784630","120.887552124","760|790|1260","5","3","0","0","","0","0",""
"4390|760x1,790x3,1260x1","{760=1, 790=3, 1260=1} @4390mm (pw=4390, util=100.0%)","true","","3471","false","0.000000000","0.060807767","6","210","228.466257669","0.051370942","120.859138436","760|790|1260","5","3","0","0","","0","0",""
"4330|760x3,790x1,1260x1","{760=3, 790=1, 1260=1} @4330mm (pw=4330, util=100.0%)","true","","3472","false","0.000000000","0.060807767","6","270","228.466257669","0.023510746","120.831278239","760|790|1260","5","3","0","0","","0","0",""
"4350|760x1,840x1,1270x1,1480x1","{760=1, 840=1, 1270=1, 1480=1} @4350mm (pw=4350, util=100.0%)","true","","3473","false","0.000000000","0.040678840","8","250","228.466257669","0.044377893","120.723217536","760|840|1270|1480","4","4","0","0","","0","0",""
