patternSignature,patternReadable,eligible,ineligibleReason,rank,selectedTop60,lpActivity,residualScarcity,coveredResidualOrders,wastePerCar,targetResidualWastePerCar,wasteFit,totalScore,widths,stationCount,distinctWidthCount,manual31ColumnCount,manual65PatternCount,manualCarsDistribution,manualOddCount,manualOneCarCount,manualOrderCoverageSummary
"4340|760x1,840x2,940x1,960x1","{760=1, 840=2, 940=1, 960=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:940|960",,"false","","",,,"","","","760|840|940|960","5","4","0","0","","0","0",""
"4340|760x1,840x2,950x2","{760=1, 840=2, 950=2} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:950",,"false","","",,,"","","","760|840|950","5","3","0","0","","0","0",""
"4340|760x1,850x1,860x1,870x1,1000x1","{760=1, 850=1, 860=1, 870=1, 1000=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:870",,"false","","",,,"","","","760|850|860|870|1000","5","5","0","0","","0","0",""
"4340|760x1,850x1,860x1,890x1,980x1","{760=1, 850=1, 860=1, 890=1, 980=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:890",,"false","","",,,"","","","760|850|860|890|980","5","5","0","0","","0","0",""
"4340|760x1,850x1,860x1,900x1,970x1","{760=1, 850=1, 860=1, 900=1, 970=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:900",,"false","","",,,"","","","760|850|860|900|970","5","5","0","0","","0","0",""
"4340|760x1,850x1,860x1,910x1,960x1","{760=1, 850=1, 860=1, 910=1, 960=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:910|960",,"false","","",,,"","","","760|850|860|910|960","5","5","0","0","","0","0",""
"4340|760x1,850x1,860x2,1010x1","{760=1, 850=1, 860=2, 1010=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:1010",,"false","","",,,"","","","760|850|860|1010","5","4","0","0","","0","0",""
"4340|760x1,850x1,870x1,890x1,970x1","{760=1, 850=1, 870=1, 890=1, 970=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:870|890",,"false","","",,,"","","","760|850|870|890|970","5","5","0","0","","0","0",""
"4340|760x1,850x1,870x1,900x1,960x1","{760=1, 850=1, 870=1, 900=1, 960=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:870|900|960",,"false","","",,,"","","","760|850|870|900|960","5","5","0","0","","0","0",""
"4340|760x1,850x1,870x1,910x1,950x1","{760=1, 850=1, 870=1, 910=1, 950=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:870|910|950",,"false","","",,,"","","","760|850|870|910|950","5","5","0","0","","0","0",""
"4340|760x1,850x1,890x1,900x1,940x1","{760=1, 850=1, 890=1, 900=1, 940=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:890|900|940",,"false","","",,,"","","","760|850|890|900|940","5","5","0","0","","0","0",""
"4340|760x1,850x1,890x2,950x1","{760=1, 850=1, 890=2, 950=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:890|950",,"false","","",,,"","","","760|850|890|950","5","4","0","0","","0","0",""
"4340|760x1,850x1,910x3","{760=1, 850=1, 910=3} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:910",,"false","","",,,"","","","760|850|910","5","3","0","0","","0","0",""
"4340|760x1,850x2,860x1,1015x1","{760=1, 850=2, 860=1, 1015=1} @4340mm (pw=4335, util=99.9%)","false","MISSING_RESIDUAL_WIDTH:1015",,"false","","",,,"","","","760|850|860|1015","5","4","0","0","","0","0",""
"4340|760x1,850x2,860x1,1020x1","{760=1, 850=2, 860=1, 1020=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:1020",,"false","","",,,"","","","760|850|860|1020","5","4","0","0","","0","0",""
"4340|760x1,850x2,870x1,1010x1","{760=1, 850=2, 870=1, 1010=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:870|1010",,"false","","",,,"","","","760|850|870|1010","5","4","0","0","","0","0",""
"4340|760x1,850x2,900x1,980x1","{760=1, 850=2, 900=1, 980=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:900",,"false","","",,,"","","","760|850|900|980","5","4","0","0","","0","0",""
"4340|760x1,850x2,910x1,970x1","{760=1, 850=2, 910=1, 970=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:910",,"false","","",,,"","","","760|850|910|970","5","4","0","0","","0","0",""
"4340|760x1,850x2,940x2","{760=1, 850=2, 940=2} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:940",,"false","","",,,"","","","760|850|940","5","3","0","0","","0","0",""
"4340|760x1,850x3,1030x1","{760=1, 850=3, 1030=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:1030",,"false","","",,,"","","","760|850|1030","5","3","0","0","","0","0",""
"4340|760x1,860x1,870x1,890x1,960x1","{760=1, 860=1, 870=1, 890=1, 960=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:870|890|960",,"false","","",,,"","","","760|860|870|890|960","5","5","0","0","","0","0",""
"4340|760x1,860x1,870x1,900x1,950x1","{760=1, 860=1, 870=1, 900=1, 950=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:870|900|950",,"false","","",,,"","","","760|860|870|900|950","5","5","0","0","","0","0",""
"4340|760x1,860x1,870x1,910x1,940x1","{760=1, 860=1, 870=1, 910=1, 940=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:870|910|940",,"false","","",,,"","","","760|860|870|910|940","5","5","0","0","","0","0",""
"4340|760x1,860x1,870x2,980x1","{760=1, 860=1, 870=2, 980=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:870",,"false","","",,,"","","","760|860|870|980","5","4","0","0","","0","0",""
"4340|760x1,860x1,890x2,940x1","{760=1, 860=1, 890=2, 940=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:890|940",,"false","","",,,"","","","760|860|890|940","5","4","0","0","","0","0",""
"4340|760x1,860x1,900x1,910x2","{760=1, 860=1, 900=1, 910=2} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:900|910",,"false","","",,,"","","","760|860|900|910","5","4","0","0","","0","0",""
"4340|760x1,860x2,890x1,970x1","{760=1, 860=2, 890=1, 970=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:890",,"false","","",,,"","","","760|860|890|970","5","4","0","0","","0","0",""
"4340|760x1,860x2,900x1,960x1","{760=1, 860=2, 900=1, 960=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:900|960",,"false","","",,,"","","","760|860|900|960","5","4","0","0","","0","0",""
"4340|760x1,860x2,910x1,950x1","{760=1, 860=2, 910=1, 950=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:910|950",,"false","","",,,"","","","760|860|910|950","5","4","0","0","","0","0",""
"4340|760x1,870x1,890x1,910x2","{760=1, 870=1, 890=1, 910=2} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:870|890|910",,"false","","",,,"","","","760|870|890|910","5","4","0","0","","0","0",""
"4340|760x1,870x1,900x2,910x1","{760=1, 870=1, 900=2, 910=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:870|900|910",,"false","","",,,"","","","760|870|900|910","5","4","0","0","","0","0",""
"4340|760x1,870x2,890x1,950x1","{760=1, 870=2, 890=1, 950=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:870|890|950",,"false","","",,,"","","","760|870|890|950","5","4","0","0","","0","0",""
"4340|760x1,870x2,900x1,940x1","{760=1, 870=2, 900=1, 940=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:870|900|940",,"false","","",,,"","","","760|870|900|940","5","4","0","0","","0","0",""
"4340|760x1,870x3,970x1","{760=1, 870=3, 970=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:870",,"false","","",,,"","","","760|870|970","5","3","0","0","","0","0",""
"4340|760x1,890x2,900x2","{760=1, 890=2, 900=2} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:890|900",,"false","","",,,"","","","760|890|900","5","3","0","0","","0","0",""
"4340|760x1,890x3,910x1","{760=1, 890=3, 910=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:890|910",,"false","","",,,"","","","760|890|910","5","3","0","0","","0","0",""
"4340|760x1,900x1,1200x1,1480x1","{760=1, 900=1, 1200=1, 1480=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:900",,"false","","",,,"","","","760|900|1200|1480","4","4","0","0","","0","0",""
"4340|760x1,910x1,1190x1,1480x1","{760=1, 910=1, 1190=1, 1480=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:910",,"false","","",,,"","","","760|910|1190|1480","4","4","0","0","","0","0",""
"4340|760x1,940x1,1320x2","{760=1, 940=1, 1320=2} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:940|1320",,"false","","",,,"","","","760|940|1320","4","3","0","0","","0","0",""
"4340|760x1,950x1,1150x1,1480x1","{760=1, 950=1, 1150=1, 1480=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:950",,"false","","",,,"","","","760|950|1150|1480","4","4","0","0","","0","0",""
"4340|760x1,960x1,1140x1,1480x1","{760=1, 960=1, 1140=1, 1480=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:960",,"false","","",,,"","","","760|960|1140|1480","4","4","0","0","","0","0",""
"4340|760x1,960x1,1300x1,1320x1","{760=1, 960=1, 1300=1, 1320=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:960|1320",,"false","","",,,"","","","760|960|1300|1320","4","4","0","0","","0","0",""
"4340|760x1,980x1,1280x1,1320x1","{760=1, 980=1, 1280=1, 1320=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:1320",,"false","","",,,"","","","760|980|1280|1320","4","4","0","0","","0","0",""
"4340|760x2,780x1,1010x1,1030x1","{760=2, 780=1, 1010=1, 1030=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:780|1010|1030",,"false","","",,,"","","","760|780|1010|1030","5","4","0","0","","0","0",""
"4340|760x2,780x1,1015x1,1020x1","{760=2, 780=1, 1015=1, 1020=1} @4340mm (pw=4335, util=99.9%)","false","MISSING_RESIDUAL_WIDTH:780|1015|1020",,"false","","",,,"","","","760|780|1015|1020","5","4","0","0","","0","0",""
"4340|760x2,780x1,1020x2","{760=2, 780=1, 1020=2} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:780|1020",,"false","","",,,"","","","760|780|1020","5","3","0","0","","0","0",""
"4340|760x2,780x1,790x1,1250x1","{760=2, 780=1, 790=1, 1250=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:780",,"false","","",,,"","","","760|780|790|1250","5","4","0","0","","0","0",""
"4340|760x2,780x1,840x1,1200x1","{760=2, 780=1, 840=1, 1200=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:780",,"false","","",,,"","","","760|780|840|1200","5","4","0","0","","0","0",""
"4340|760x2,780x1,850x1,1190x1","{760=2, 780=1, 850=1, 1190=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:780",,"false","","",,,"","","","760|780|850|1190","5","4","0","0","","0","0",""
"4340|760x2,780x1,890x1,1150x1","{760=2, 780=1, 890=1, 1150=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:780|890",,"false","","",,,"","","","760|780|890|1150","5","4","0","0","","0","0",""
"4340|760x2,780x1,900x1,1140x1","{760=2, 780=1, 900=1, 1140=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:780|900",,"false","","",,,"","","","760|780|900|1140","5","4","0","0","","0","0",""
"4340|760x2,780x1,910x1,1125x1","{760=2, 780=1, 910=1, 1125=1} @4340mm (pw=4335, util=99.9%)","false","MISSING_RESIDUAL_WIDTH:780|910",,"false","","",,,"","","","760|780|910|1125","5","4","0","0","","0","0",""
"4340|760x2,780x1,910x1,1130x1","{760=2, 780=1, 910=1, 1130=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:780|910",,"false","","",,,"","","","760|780|910|1130","5","4","0","0","","0","0",""
"4340|760x2,780x1,940x1,1100x1","{760=2, 780=1, 940=1, 1100=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:780|940",,"false","","",,,"","","","760|780|940|1100","5","4","0","0","","0","0",""
"4340|760x2,780x1,950x1,1090x1","{760=2, 780=1, 950=1, 1090=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:780|950",,"false","","",,,"","","","760|780|950|1090","5","4","0","0","","0","0",""
"4340|760x2,780x1,960x1,1080x1","{760=2, 780=1, 960=1, 1080=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:780|960|1080",,"false","","",,,"","","","760|780|960|1080","5","4","0","0","","0","0",""
"4340|760x2,780x1,970x1,1070x1","{760=2, 780=1, 970=1, 1070=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:780|1070",,"false","","",,,"","","","760|780|970|1070","5","4","0","0","","0","0",""
"4340|760x2,780x1,980x1,1060x1","{760=2, 780=1, 980=1, 1060=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:780",,"false","","",,,"","","","760|780|980|1060","5","4","0","0","","0","0",""
"4340|760x2,780x2,1260x1","{760=2, 780=2, 1260=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:780",,"false","","",,,"","","","760|780|1260","5","3","0","0","","0","0",""
"4340|760x2,790x1,1000x1,1030x1","{760=2, 790=1, 1000=1, 1030=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:1030",,"false","","",,,"","","","760|790|1000|1030","5","4","0","0","","0","0",""
"4340|760x2,790x1,1010x1,1015x1","{760=2, 790=1, 1010=1, 1015=1} @4340mm (pw=4335, util=99.9%)","false","MISSING_RESIDUAL_WIDTH:1010|1015",,"false","","",,,"","","","760|790|1010|1015","5","4","0","0","","0","0",""
"4340|760x2,790x1,1010x1,1020x1","{760=2, 790=1, 1010=1, 1020=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:1010|1020",,"false","","",,,"","","","760|790|1010|1020","5","4","0","0","","0","0",""
"4340|760x2,790x1,1015x2","{760=2, 790=1, 1015=2} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:1015",,"false","","",,,"","","","760|790|1015","5","3","0","0","","0","0",""
"4340|760x2,790x1,890x1,1140x1","{760=2, 790=1, 890=1, 1140=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:890",,"false","","",,,"","","","760|790|890|1140","5","4","0","0","","0","0",""
"4340|760x2,790x1,900x1,1125x1","{760=2, 790=1, 900=1, 1125=1} @4340mm (pw=4335, util=99.9%)","false","MISSING_RESIDUAL_WIDTH:900",,"false","","",,,"","","","760|790|900|1125","5","4","0","0","","0","0",""
"4340|760x2,790x1,900x1,1130x1","{760=2, 790=1, 900=1, 1130=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:900",,"false","","",,,"","","","760|790|900|1130","5","4","0","0","","0","0",""
"4340|760x2,790x1,940x1,1090x1","{760=2, 790=1, 940=1, 1090=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:940",,"false","","",,,"","","","760|790|940|1090","5","4","0","0","","0","0",""
"4340|760x2,790x1,950x1,1080x1","{760=2, 790=1, 950=1, 1080=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:950|1080",,"false","","",,,"","","","760|790|950|1080","5","4","0","0","","0","0",""
"4340|760x2,790x1,960x1,1070x1","{760=2, 790=1, 960=1, 1070=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:960|1070",,"false","","",,,"","","","760|790|960|1070","5","4","0","0","","0","0",""
"4340|760x2,840x1,890x1,1090x1","{760=2, 840=1, 890=1, 1090=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:890",,"false","","",,,"","","","760|840|890|1090","5","4","0","0","","0","0",""
"4340|760x2,840x1,900x1,1080x1","{760=2, 840=1, 900=1, 1080=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:900|1080",,"false","","",,,"","","","760|840|900|1080","5","4","0","0","","0","0",""
"4340|760x2,840x1,910x1,1070x1","{760=2, 840=1, 910=1, 1070=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:910|1070",,"false","","",,,"","","","760|840|910|1070","5","4","0","0","","0","0",""
"4340|760x2,840x1,950x1,1030x1","{760=2, 840=1, 950=1, 1030=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:950|1030",,"false","","",,,"","","","760|840|950|1030","5","4","0","0","","0","0",""
"4340|760x2,840x1,960x1,1015x1","{760=2, 840=1, 960=1, 1015=1} @4340mm (pw=4335, util=99.9%)","false","MISSING_RESIDUAL_WIDTH:960|1015",,"false","","",,,"","","","760|840|960|1015","5","4","0","0","","0","0",""
"4340|760x2,840x1,960x1,1020x1","{760=2, 840=1, 960=1, 1020=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:960|1020",,"false","","",,,"","","","760|840|960|1020","5","4","0","0","","0","0",""
"4340|760x2,840x1,970x1,1010x1","{760=2, 840=1, 970=1, 1010=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:1010",,"false","","",,,"","","","760|840|970|1010","5","4","0","0","","0","0",""
"4340|760x2,850x1,870x1,1100x1","{760=2, 850=1, 870=1, 1100=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:870",,"false","","",,,"","","","760|850|870|1100","5","4","0","0","","0","0",""
"4340|760x2,850x1,890x1,1080x1","{760=2, 850=1, 890=1, 1080=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:890|1080",,"false","","",,,"","","","760|850|890|1080","5","4","0","0","","0","0",""
"4340|760x2,850x1,900x1,1070x1","{760=2, 850=1, 900=1, 1070=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:900|1070",,"false","","",,,"","","","760|850|900|1070","5","4","0","0","","0","0",""
"4340|760x2,850x1,910x1,1060x1","{760=2, 850=1, 910=1, 1060=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:910",,"false","","",,,"","","","760|850|910|1060","5","4","0","0","","0","0",""
"4340|760x2,850x1,940x1,1030x1","{760=2, 850=1, 940=1, 1030=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:940|1030",,"false","","",,,"","","","760|850|940|1030","5","4","0","0","","0","0",""
"4340|760x2,850x1,950x1,1015x1","{760=2, 850=1, 950=1, 1015=1} @4340mm (pw=4335, util=99.9%)","false","MISSING_RESIDUAL_WIDTH:950|1015",,"false","","",,,"","","","760|850|950|1015","5","4","0","0","","0","0",""
"4340|760x2,850x1,950x1,1020x1","{760=2, 850=1, 950=1, 1020=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:950|1020",,"false","","",,,"","","","760|850|950|1020","5","4","0","0","","0","0",""
"4340|760x2,850x1,960x1,1010x1","{760=2, 850=1, 960=1, 1010=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:960|1010",,"false","","",,,"","","","760|850|960|1010","5","4","0","0","","0","0",""
"4340|760x2,860x1,870x1,1090x1","{760=2, 860=1, 870=1, 1090=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:870",,"false","","",,,"","","","760|860|870|1090","5","4","0","0","","0","0",""
"4340|760x2,860x1,890x1,1070x1","{760=2, 860=1, 890=1, 1070=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:890|1070",,"false","","",,,"","","","760|860|890|1070","5","4","0","0","","0","0",""
"4340|760x2,860x1,900x1,1060x1","{760=2, 860=1, 900=1, 1060=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:900",,"false","","",,,"","","","760|860|900|1060","5","4","0","0","","0","0",""
"4340|760x2,860x1,910x1,1050x1","{760=2, 860=1, 910=1, 1050=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:910",,"false","","",,,"","","","760|860|910|1050","5","4","0","0","","0","0",""
"4340|760x2,860x1,940x1,1015x1","{760=2, 860=1, 940=1, 1015=1} @4340mm (pw=4335, util=99.9%)","false","MISSING_RESIDUAL_WIDTH:940|1015",,"false","","",,,"","","","760|860|940|1015","5","4","0","0","","0","0",""
"4340|760x2,860x1,940x1,1020x1","{760=2, 860=1, 940=1, 1020=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:940|1020",,"false","","",,,"","","","760|860|940|1020","5","4","0","0","","0","0",""
"4340|760x2,860x1,950x1,1010x1","{760=2, 860=1, 950=1, 1010=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:950|1010",,"false","","",,,"","","","760|860|950|1010","5","4","0","0","","0","0",""
"4340|760x2,860x1,960x1,1000x1","{760=2, 860=1, 960=1, 1000=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:960",,"false","","",,,"","","","760|860|960|1000","5","4","0","0","","0","0",""
"4340|760x2,870x1,890x1,1060x1","{760=2, 870=1, 890=1, 1060=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:870|890",,"false","","",,,"","","","760|870|890|1060","5","4","0","0","","0","0",""
"4340|760x2,870x1,900x1,1050x1","{760=2, 870=1, 900=1, 1050=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:870|900",,"false","","",,,"","","","760|870|900|1050","5","4","0","0","","0","0",""
"4340|760x2,870x1,940x1,1010x1","{760=2, 870=1, 940=1, 1010=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:870|940|1010",,"false","","",,,"","","","760|870|940|1010","5","4","0","0","","0","0",""
"4340|760x2,870x1,950x1,1000x1","{760=2, 870=1, 950=1, 1000=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:870|950",,"false","","",,,"","","","760|870|950|1000","5","4","0","0","","0","0",""
"4340|760x2,870x1,970x1,980x1","{760=2, 870=1, 970=1, 980=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:870",,"false","","",,,"","","","760|870|970|980","5","4","0","0","","0","0",""
"4340|760x2,870x2,1080x1","{760=2, 870=2, 1080=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:870|1080",,"false","","",,,"","","","760|870|1080","5","3","0","0","","0","0",""
"4340|760x2,890x1,900x1,1030x1","{760=2, 890=1, 900=1, 1030=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:890|900|1030",,"false","","",,,"","","","760|890|900|1030","5","4","0","0","","0","0",""
"4340|760x2,890x1,910x1,1015x1","{760=2, 890=1, 910=1, 1015=1} @4340mm (pw=4335, util=99.9%)","false","MISSING_RESIDUAL_WIDTH:890|910|1015",,"false","","",,,"","","","760|890|910|1015","5","4","0","0","","0","0",""
"4340|760x2,890x1,910x1,1020x1","{760=2, 890=1, 910=1, 1020=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:890|910|1020",,"false","","",,,"","","","760|890|910|1020","5","4","0","0","","0","0",""
"4340|760x2,890x1,950x1,980x1","{760=2, 890=1, 950=1, 980=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:890|950",,"false","","",,,"","","","760|890|950|980","5","4","0","0","","0","0",""
"4340|760x2,890x1,960x1,970x1","{760=2, 890=1, 960=1, 970=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:890|960",,"false","","",,,"","","","760|890|960|970","5","4","0","0","","0","0",""
"4340|760x2,900x1,910x1,1010x1","{760=2, 900=1, 910=1, 1010=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:900|910|1010",,"false","","",,,"","","","760|900|910|1010","5","4","0","0","","0","0",""
"4340|760x2,900x1,940x1,980x1","{760=2, 900=1, 940=1, 980=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:900|940",,"false","","",,,"","","","760|900|940|980","5","4","0","0","","0","0",""
"4340|760x2,900x1,950x1,970x1","{760=2, 900=1, 950=1, 970=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:900|950",,"false","","",,,"","","","760|900|950|970","5","4","0","0","","0","0",""
"4340|760x2,900x1,960x2","{760=2, 900=1, 960=2} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:900|960",,"false","","",,,"","","","760|900|960","5","3","0","0","","0","0",""
"4340|760x2,900x2,1015x1","{760=2, 900=2, 1015=1} @4340mm (pw=4335, util=99.9%)","false","MISSING_RESIDUAL_WIDTH:900|1015",,"false","","",,,"","","","760|900|1015","5","3","0","0","","0","0",""
"4340|760x2,900x2,1020x1","{760=2, 900=2, 1020=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:900|1020",,"false","","",,,"","","","760|900|1020","5","3","0","0","","0","0",""
"4340|760x2,910x1,940x1,970x1","{760=2, 910=1, 940=1, 970=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:910|940",,"false","","",,,"","","","760|910|940|970","5","4","0","0","","0","0",""
"4340|760x2,910x1,950x1,960x1","{760=2, 910=1, 950=1, 960=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:910|950|960",,"false","","",,,"","","","760|910|950|960","5","4","0","0","","0","0",""
"4340|760x2,910x2,1000x1","{760=2, 910=2, 1000=1} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:910",,"false","","",,,"","","","760|910|1000","5","3","0","0","","0","0",""
"4340|760x2,940x3","{760=2, 940=3} @4340mm (pw=4340, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:940",,"false","","",,,"","","","760|940","5","2","0","0","","0","0",""
